file,trait_name
01.PNG,Blonde hero hair
02.PNG,Brown hero hair
03.PNG,Black hero hair
04.PNG,White hero hair
05.PNG,Red hero hair
06.PNG,Pink hero hair
07.PNG,Green hero hair
08.PNG,Blue hero hair
09.PNG,Ginger hero hair
