file,trait_name
DEFAULT.PNG,Default
01.PNG,AV key tattoo
02.PNG,Forehead circuit tattoo
03.PNG,Neck connection tattoo
04.PNG,Neon face tattoo
05.PNG,Cyber eyes tattoo
