file,trait_name
1.PNG,Blonde hero hair
2.PNG,Brown hero hair
3.PNG,Black hero hair
4.PNG,White hero hair
5.PNG,Red hero hair
6.PNG,Pink hero hair
7.PNG,Green hero hair
8.PNG,Blue hero hair
