file,trait_name
01.PNG,Blonde brows
02.PNG,Brown brows
03.PNG,Black brows
04.PNG,White brows
05.PNG,Red brows
06.PNG,Pink brows
07.PNG,Green brows
08.PNG,Blue brows
09.PNG,Ginger brows
